trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.35, 'e': 0.6309999999999997}",35,0,-69.09388805529088,"{0: 25, 1: 3, 2: 5, 3: 2, 4: 0}",0
370,False,"{'a': 0.35, 'e': 0.6299999999999997}",25,13,-25.822581530559795,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
371,False,"{'a': 0.35, 'e': 0.6289999999999997}",30,20,5.455175132045877,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.35, 'e': 0.6279999999999997}",25,0,-78.13251537438366,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
373,False,"{'a': 0.35, 'e': 0.6269999999999997}",20,0,-56.41448256613006,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
374,False,"{'a': 0.35, 'e': 0.6259999999999997}",20,0,-57.59679095940832,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
375,False,"{'a': 0.35, 'e': 0.6249999999999997}",30,7,-87.39350821085799,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
376,False,"{'a': 0.35, 'e': 0.6239999999999997}",20,0,-33.14573456928499,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
377,False,"{'a': 0.35, 'e': 0.6229999999999997}",30,7,-112.84682178583554,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 1}",1
378,False,"{'a': 0.35, 'e': 0.6219999999999997}",25,1,-89.55176409953204,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
379,False,"{'a': 0.35, 'e': 0.6209999999999997}",20,14,2.058994378251056,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.35, 'e': 0.6199999999999997}",20,0,-11.562478644113797,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
381,False,"{'a': 0.35, 'e': 0.6189999999999997}",35,24,-1.559667368817098,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.35, 'e': 0.6179999999999997}",25,8,-38.22628005826274,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
383,False,"{'a': 0.35, 'e': 0.6169999999999997}",20,0,-78.5187046126449,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
384,False,"{'a': 0.35, 'e': 0.6159999999999997}",25,0,-27.75992762399569,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
385,False,"{'a': 0.35, 'e': 0.6149999999999997}",25,0,-58.25754002989386,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
386,False,"{'a': 0.35, 'e': 0.6139999999999997}",20,0,-43.27944497981714,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
387,False,"{'a': 0.35, 'e': 0.6129999999999997}",35,23,5.772996725030631,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.35, 'e': 0.6119999999999997}",25,0,-33.988733708631784,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
389,False,"{'a': 0.35, 'e': 0.6109999999999997}",30,0,-3.581132446504582,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
390,False,"{'a': 0.35, 'e': 0.6099999999999997}",20,12,9.346028971609346,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.35, 'e': 0.6089999999999997}",30,3,-64.67903562393394,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 1}",1
392,False,"{'a': 0.35, 'e': 0.6079999999999997}",25,11,-38.23784283836073,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
393,False,"{'a': 0.35, 'e': 0.6069999999999997}",20,15,3.3112280969748005,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.35, 'e': 0.6059999999999997}",25,12,15.825262558453884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.35, 'e': 0.6049999999999996}",30,13,-42.021435061594644,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
396,False,"{'a': 0.35, 'e': 0.6039999999999996}",20,0,-80.5756441587549,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
397,False,"{'a': 0.35, 'e': 0.6029999999999996}",25,0,-216.1729905580134,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
398,False,"{'a': 0.35, 'e': 0.6019999999999996}",25,0,-147.31761215531841,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
399,False,"{'a': 0.35, 'e': 0.6009999999999996}",20,0,-78.00368962485594,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
400,False,"{'a': 0.35, 'e': 0.5999999999999996}",30,4,-51.873614542542875,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 1}",1
401,False,"{'a': 0.35, 'e': 0.5989999999999996}",20,0,-34.278577536278405,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
402,False,"{'a': 0.35, 'e': 0.5979999999999996}",20,10,8.382218545137569,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.35, 'e': 0.5969999999999996}",20,4,-1.47606779693194,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
404,False,"{'a': 0.35, 'e': 0.5959999999999996}",20,4,-3.818300472025868,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
405,False,"{'a': 0.35, 'e': 0.5949999999999996}",25,9,-21.799989227744444,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
406,False,"{'a': 0.35, 'e': 0.5939999999999996}",20,0,-43.22501279561401,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
407,False,"{'a': 0.35, 'e': 0.5929999999999996}",25,0,-12.186901808961114,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
408,False,"{'a': 0.35, 'e': 0.5919999999999996}",30,0,-36.738641984626305,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
409,False,"{'a': 0.35, 'e': 0.5909999999999996}",25,0,-21.930059491070786,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
410,False,"{'a': 0.35, 'e': 0.5899999999999996}",25,0,-2.316803650125836,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
411,False,"{'a': 0.35, 'e': 0.5889999999999996}",20,0,-107.64053260500133,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
412,False,"{'a': 0.35, 'e': 0.5879999999999996}",20,1,-64.97196560214428,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
413,False,"{'a': 0.35, 'e': 0.5869999999999996}",25,4,-54.18144746580437,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
414,False,"{'a': 0.35, 'e': 0.5859999999999996}",20,8,-7.267075426161028,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
415,False,"{'a': 0.35, 'e': 0.5849999999999996}",20,0,-46.339844292669575,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
416,False,"{'a': 0.35, 'e': 0.5839999999999996}",25,8,-39.54322463496425,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
417,False,"{'a': 0.35, 'e': 0.5829999999999996}",20,8,-42.36894542815833,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
418,False,"{'a': 0.35, 'e': 0.5819999999999996}",20,13,12.29618506418064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.35, 'e': 0.5809999999999996}",35,11,-43.39253737520649,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 0}",1
420,False,"{'a': 0.35, 'e': 0.5799999999999996}",20,0,-41.465364393069684,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
421,False,"{'a': 0.35, 'e': 0.5789999999999996}",30,0,-62.01141656593085,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
422,False,"{'a': 0.35, 'e': 0.5779999999999996}",20,0,-90.64456242471056,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
423,False,"{'a': 0.35, 'e': 0.5769999999999996}",20,2,-26.427983089367178,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
424,False,"{'a': 0.35, 'e': 0.5759999999999996}",20,0,6.038891028667906,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
425,False,"{'a': 0.35, 'e': 0.5749999999999996}",20,0,-73.2077286705397,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
426,False,"{'a': 0.35, 'e': 0.5739999999999996}",20,0,-66.95882417484675,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
427,False,"{'a': 0.35, 'e': 0.5729999999999996}",25,9,28.943339704405478,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.35, 'e': 0.5719999999999996}",20,11,16.42667193739425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.35, 'e': 0.5709999999999996}",25,2,-101.51358499770079,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 3}",1
430,False,"{'a': 0.35, 'e': 0.5699999999999996}",35,22,-31.243967793321175,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
431,False,"{'a': 0.35, 'e': 0.5689999999999996}",25,0,-49.68111729655203,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
432,False,"{'a': 0.35, 'e': 0.5679999999999996}",25,0,-12.132606538834267,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
433,False,"{'a': 0.35, 'e': 0.5669999999999996}",25,0,-90.82062308404217,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
434,False,"{'a': 0.35, 'e': 0.5659999999999996}",25,0,-103.77656830898087,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
435,False,"{'a': 0.35, 'e': 0.5649999999999996}",25,0,-44.68052065928053,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
436,False,"{'a': 0.35, 'e': 0.5639999999999996}",20,0,-61.850796714837415,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
437,False,"{'a': 0.35, 'e': 0.5629999999999996}",20,0,-24.086151143577275,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
438,False,"{'a': 0.35, 'e': 0.5619999999999996}",25,6,-13.547910554284776,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
439,False,"{'a': 0.35, 'e': 0.5609999999999996}",25,0,-20.3662708095592,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
440,False,"{'a': 0.35, 'e': 0.5599999999999996}",20,8,-31.953698948202998,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
441,False,"{'a': 0.35, 'e': 0.5589999999999996}",25,0,-15.124843443862193,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
442,False,"{'a': 0.35, 'e': 0.5579999999999996}",20,0,-79.99657049829023,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
443,False,"{'a': 0.35, 'e': 0.5569999999999996}",25,9,23.171890710661515,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.35, 'e': 0.5559999999999996}",25,0,-17.92441595476139,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
445,False,"{'a': 0.35, 'e': 0.5549999999999996}",30,8,-22.135529602940746,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.35, 'e': 0.5539999999999996}",25,13,-62.1601989730532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
447,False,"{'a': 0.35, 'e': 0.5529999999999996}",25,17,1.659667149893267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.35, 'e': 0.5519999999999996}",30,20,-9.43921871540048,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
449,False,"{'a': 0.35, 'e': 0.5509999999999996}",20,4,-7.438719255823428,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
450,False,"{'a': 0.35, 'e': 0.5499999999999996}",25,0,-72.6403027889786,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
451,False,"{'a': 0.35, 'e': 0.5489999999999996}",20,10,-13.883261681998608,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
452,False,"{'a': 0.35, 'e': 0.5479999999999996}",20,0,-37.62101400887418,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
453,False,"{'a': 0.35, 'e': 0.5469999999999996}",25,0,-94.10499658254524,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
454,False,"{'a': 0.35, 'e': 0.5459999999999996}",20,0,-1.2460031542516312,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
455,False,"{'a': 0.35, 'e': 0.5449999999999996}",25,15,-73.31307954954337,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
456,False,"{'a': 0.35, 'e': 0.5439999999999996}",20,0,-47.32433894572953,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
457,False,"{'a': 0.35, 'e': 0.5429999999999996}",25,0,-25.88008927825647,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
458,False,"{'a': 0.35, 'e': 0.5419999999999996}",20,0,-54.132034976840174,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
459,False,"{'a': 0.35, 'e': 0.5409999999999996}",25,8,-25.604074068033494,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
460,False,"{'a': 0.35, 'e': 0.5399999999999996}",20,0,-10.317583067805199,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
461,False,"{'a': 0.35, 'e': 0.5389999999999996}",35,0,-56.3828929648039,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 1}",0
462,False,"{'a': 0.35, 'e': 0.5379999999999996}",20,0,-42.285663038710155,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
463,False,"{'a': 0.35, 'e': 0.5369999999999996}",25,8,-76.06477737645857,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
464,False,"{'a': 0.35, 'e': 0.5359999999999996}",20,7,-11.297855607566312,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
465,False,"{'a': 0.35, 'e': 0.5349999999999996}",20,0,-17.854986483837266,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
466,False,"{'a': 0.35, 'e': 0.5339999999999996}",20,0,-73.92278529205161,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
467,False,"{'a': 0.35, 'e': 0.5329999999999996}",20,2,-33.535594378800596,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
468,False,"{'a': 0.35, 'e': 0.5319999999999996}",25,0,-32.79812401841012,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
469,False,"{'a': 0.35, 'e': 0.5309999999999996}",25,0,-96.66087001350577,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
470,False,"{'a': 0.35, 'e': 0.5299999999999996}",20,0,-52.603616558190176,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
471,False,"{'a': 0.35, 'e': 0.5289999999999996}",25,14,-16.26624755884074,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
472,False,"{'a': 0.35, 'e': 0.5279999999999996}",25,7,-23.010030747967356,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.35, 'e': 0.5269999999999996}",20,6,-7.950116033388726,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
474,False,"{'a': 0.35, 'e': 0.5259999999999996}",20,8,-2.156476685631327,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
475,False,"{'a': 0.35, 'e': 0.5249999999999996}",20,0,-32.949782354274,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
476,False,"{'a': 0.35, 'e': 0.5239999999999996}",20,0,-187.44003100788512,"{0: 11, 1: 1, 2: 2, 3: 3, 4: 3}",0
477,False,"{'a': 0.35, 'e': 0.5229999999999996}",25,13,-9.299848970552283,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.35, 'e': 0.5219999999999996}",30,0,7.281860056611907,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
479,False,"{'a': 0.35, 'e': 0.5209999999999996}",20,14,-2.494322923100818,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.35, 'e': 0.5199999999999996}",20,3,-22.16663888179493,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
481,False,"{'a': 0.35, 'e': 0.5189999999999996}",25,9,-97.16110535941978,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
482,False,"{'a': 0.35, 'e': 0.5179999999999996}",20,10,-33.41980311188354,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
483,False,"{'a': 0.35, 'e': 0.5169999999999996}",20,12,1.8560046653411144,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.35, 'e': 0.5159999999999996}",20,4,-37.831186867095916,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.35, 'e': 0.5149999999999996}",20,7,4.724078259711765,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.35, 'e': 0.5139999999999996}",30,6,-23.925088321609667,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
487,False,"{'a': 0.35, 'e': 0.5129999999999996}",20,1,-74.73522067439829,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 2}",1
488,False,"{'a': 0.35, 'e': 0.5119999999999996}",20,14,-10.903054382453746,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
489,False,"{'a': 0.35, 'e': 0.5109999999999996}",30,12,2.703469139171104,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.35, 'e': 0.5099999999999996}",20,14,1.132302573831798,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.35, 'e': 0.5089999999999996}",20,9,-33.29119072335703,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
492,False,"{'a': 0.35, 'e': 0.5079999999999996}",20,0,-13.67735902838317,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
493,False,"{'a': 0.35, 'e': 0.5069999999999996}",20,5,-40.5256686765738,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
494,False,"{'a': 0.35, 'e': 0.5059999999999996}",25,17,0.17280942758170026,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.35, 'e': 0.5049999999999996}",25,11,8.68509720956055,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.35, 'e': 0.5039999999999996}",25,4,-99.28255134909972,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 2}",1
497,False,"{'a': 0.35, 'e': 0.5029999999999996}",25,0,-39.23892031966547,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
498,False,"{'a': 0.35, 'e': 0.5019999999999996}",20,0,-50.264950764966414,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
499,False,"{'a': 0.35, 'e': 0.5009999999999996}",20,6,-13.429514077511975,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.35, 'e': 0.49999999999999956}",30,11,-29.66631582145441,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
501,False,"{'a': 0.35, 'e': 0.49899999999999956}",20,0,-25.520546972176234,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
502,False,"{'a': 0.35, 'e': 0.49799999999999955}",25,14,3.9698051014392455,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.35, 'e': 0.49699999999999955}",20,13,1.3984298790895622,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.35, 'e': 0.49599999999999955}",20,0,-10.685200661280343,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
505,False,"{'a': 0.35, 'e': 0.49499999999999955}",20,11,-19.66622409099055,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
506,False,"{'a': 0.35, 'e': 0.49399999999999955}",20,13,-28.24427965656982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.35, 'e': 0.49299999999999955}",25,0,2.417891689059771,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
508,False,"{'a': 0.35, 'e': 0.49199999999999955}",20,0,12.056067826342472,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
509,False,"{'a': 0.35, 'e': 0.49099999999999955}",30,6,-16.31831347732609,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
510,False,"{'a': 0.35, 'e': 0.48999999999999955}",20,0,-100.92571801455273,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
511,False,"{'a': 0.35, 'e': 0.48899999999999955}",30,0,-49.57493230920756,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
512,False,"{'a': 0.35, 'e': 0.48799999999999955}",30,13,-64.17526255932886,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
513,False,"{'a': 0.35, 'e': 0.48699999999999954}",20,12,-6.553841072556907,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
514,False,"{'a': 0.35, 'e': 0.48599999999999954}",20,0,-66.97079682979997,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
515,False,"{'a': 0.35, 'e': 0.48499999999999954}",20,6,-30.166222296214364,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
516,False,"{'a': 0.35, 'e': 0.48399999999999954}",20,11,-24.511811893527604,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
517,False,"{'a': 0.35, 'e': 0.48299999999999954}",20,11,12.761004158810398,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.35, 'e': 0.48199999999999954}",25,0,-47.299310179581106,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
519,False,"{'a': 0.35, 'e': 0.48099999999999954}",20,12,-4.479363895758462,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.35, 'e': 0.47999999999999954}",25,7,9.347620425385468,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.35, 'e': 0.47899999999999954}",20,0,6.903770241627309,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
522,False,"{'a': 0.35, 'e': 0.47799999999999954}",30,16,-32.1678522465563,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
523,False,"{'a': 0.35, 'e': 0.47699999999999954}",20,9,-22.801530127913534,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
524,False,"{'a': 0.35, 'e': 0.47599999999999953}",20,0,17.60720224667467,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.35, 'e': 0.47499999999999953}",20,0,-45.699990743361035,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
526,False,"{'a': 0.35, 'e': 0.47399999999999953}",20,2,25.157219288612353,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.35, 'e': 0.47299999999999953}",25,13,-27.72982831336056,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
528,False,"{'a': 0.35, 'e': 0.47199999999999953}",20,8,-14.940652046278917,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
529,False,"{'a': 0.35, 'e': 0.47099999999999953}",25,1,17.450756051371943,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.35, 'e': 0.46999999999999953}",35,14,8.941474051797476,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.35, 'e': 0.46899999999999953}",25,0,-46.21137013622929,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
532,False,"{'a': 0.35, 'e': 0.4679999999999995}",30,0,-14.39467601215063,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
533,False,"{'a': 0.35, 'e': 0.4669999999999995}",20,0,8.907868502398838,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
534,False,"{'a': 0.35, 'e': 0.4659999999999995}",25,0,12.035198456127354,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
535,False,"{'a': 0.35, 'e': 0.4649999999999995}",25,0,-44.16431213145155,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
536,False,"{'a': 0.35, 'e': 0.4639999999999995}",20,10,17.10954487667005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.35, 'e': 0.4629999999999995}",20,12,7.343887282605884,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.35, 'e': 0.4619999999999995}",20,0,-93.2087702047824,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
539,False,"{'a': 0.35, 'e': 0.4609999999999995}",30,8,-18.63378517716702,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
540,False,"{'a': 0.35, 'e': 0.4599999999999995}",25,13,5.493624968776777,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.35, 'e': 0.4589999999999995}",30,10,-48.42105724509651,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
542,False,"{'a': 0.35, 'e': 0.4579999999999995}",25,16,3.6132476216496356,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.35, 'e': 0.4569999999999995}",25,0,-29.7162644687301,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
544,False,"{'a': 0.35, 'e': 0.4559999999999995}",35,2,-19.503310981487445,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 0}",1
545,False,"{'a': 0.35, 'e': 0.4549999999999995}",20,7,13.463706736794688,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.35, 'e': 0.4539999999999995}",25,15,6.354431602045087,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.35, 'e': 0.4529999999999995}",25,8,-21.34618919838086,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.35, 'e': 0.4519999999999995}",35,6,-114.3623856015984,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 3}",1
549,False,"{'a': 0.35, 'e': 0.4509999999999995}",25,17,13.914670845856579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.35, 'e': 0.4499999999999995}",30,1,-40.16825848254769,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 0}",1
551,False,"{'a': 0.35, 'e': 0.4489999999999995}",20,9,20.932438358777425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.35, 'e': 0.4479999999999995}",25,7,17.152451908275562,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
