trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.35, 'e': 0.4469999999999995}",25,0,-1.8011629541390015,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
554,False,"{'a': 0.35, 'e': 0.4459999999999995}",20,10,-4.14201336164431,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
555,False,"{'a': 0.35, 'e': 0.4449999999999995}",20,6,-28.75708819707407,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
556,False,"{'a': 0.35, 'e': 0.4439999999999995}",35,8,2.4699638814620855,"{0: 23, 1: 3, 2: 0, 3: 1, 4: 0}",1
557,False,"{'a': 0.35, 'e': 0.4429999999999995}",25,0,-78.18316024045491,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",1
558,False,"{'a': 0.35, 'e': 0.4419999999999995}",30,20,20.194397399345277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.35, 'e': 0.4409999999999995}",20,0,-7.244644763772358,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
560,False,"{'a': 0.35, 'e': 0.4399999999999995}",20,11,2.4528292782736956,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.35, 'e': 0.4389999999999995}",25,3,-13.17424443585296,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
562,False,"{'a': 0.35, 'e': 0.4379999999999995}",20,11,3.88728021949576,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.35, 'e': 0.4369999999999995}",30,4,14.941338705472461,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
564,False,"{'a': 0.35, 'e': 0.4359999999999995}",20,0,-19.130792409927476,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
565,False,"{'a': 0.35, 'e': 0.4349999999999995}",20,0,-14.295886939102623,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
566,False,"{'a': 0.35, 'e': 0.4339999999999995}",25,15,-15.916412600163696,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
567,False,"{'a': 0.35, 'e': 0.4329999999999995}",25,10,6.056546996840899,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
568,False,"{'a': 0.35, 'e': 0.4319999999999995}",25,3,-13.171216969266652,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.35, 'e': 0.4309999999999995}",20,5,8.16484290110658,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.35, 'e': 0.4299999999999995}",25,1,-96.25281056165521,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 2}",1
571,False,"{'a': 0.35, 'e': 0.4289999999999995}",25,8,-127.34480531642036,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 3}",1
572,False,"{'a': 0.35, 'e': 0.4279999999999995}",20,0,-0.3815628317711899,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
573,False,"{'a': 0.35, 'e': 0.4269999999999995}",20,0,-5.8859045295784895,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
574,False,"{'a': 0.35, 'e': 0.4259999999999995}",20,4,13.719684824606487,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.35, 'e': 0.4249999999999995}",20,14,-20.978510519275368,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
576,False,"{'a': 0.35, 'e': 0.4239999999999995}",20,0,-119.01187721275747,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
577,False,"{'a': 0.35, 'e': 0.4229999999999995}",20,7,-8.127048858343718,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
578,False,"{'a': 0.35, 'e': 0.4219999999999995}",20,3,15.13808891664858,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.35, 'e': 0.4209999999999995}",30,16,-17.379333156273155,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
580,False,"{'a': 0.35, 'e': 0.4199999999999995}",30,0,-91.23959437589482,"{0: 17, 1: 5, 2: 7, 3: 1, 4: 0}",0
581,False,"{'a': 0.35, 'e': 0.4189999999999995}",20,0,-33.80895472224973,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
582,False,"{'a': 0.35, 'e': 0.4179999999999995}",20,12,12.752744175412992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.35, 'e': 0.4169999999999995}",20,0,5.844530775483494,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
584,False,"{'a': 0.35, 'e': 0.4159999999999995}",25,6,-33.32681541648378,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
585,False,"{'a': 0.35, 'e': 0.4149999999999995}",25,17,-11.657374281672698,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.35, 'e': 0.4139999999999995}",30,0,-13.613961966063984,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
587,False,"{'a': 0.35, 'e': 0.4129999999999995}",25,12,-3.5657776793498965,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.35, 'e': 0.4119999999999995}",30,10,27.117817615681947,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.35, 'e': 0.4109999999999995}",30,8,-7.900889776437019,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
590,False,"{'a': 0.35, 'e': 0.4099999999999995}",25,12,-16.04749889793374,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
591,False,"{'a': 0.35, 'e': 0.4089999999999995}",30,19,1.6930802104274159,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.35, 'e': 0.4079999999999995}",35,21,25.167488877260755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.35, 'e': 0.4069999999999995}",30,8,-34.758022186544935,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
594,False,"{'a': 0.35, 'e': 0.4059999999999995}",25,0,-108.15344088463155,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
595,False,"{'a': 0.35, 'e': 0.40499999999999947}",30,0,-22.23415236462771,"{0: 26, 1: 0, 2: 2, 3: 2, 4: 0}",0
596,False,"{'a': 0.35, 'e': 0.40399999999999947}",20,0,-93.28677887308832,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
597,False,"{'a': 0.35, 'e': 0.40299999999999947}",20,8,11.990896560561872,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.35, 'e': 0.40199999999999947}",20,14,9.11602285319641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.35, 'e': 0.40099999999999947}",30,3,15.115424524079959,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.35, 'e': 0.39999999999999947}",20,6,-29.611167130093076,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
601,False,"{'a': 0.35, 'e': 0.39899999999999947}",25,17,15.061899666216092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.35, 'e': 0.39799999999999947}",20,0,15.17241842292298,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
603,False,"{'a': 0.35, 'e': 0.39699999999999946}",20,9,-36.13153724944974,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
604,False,"{'a': 0.35, 'e': 0.39599999999999946}",20,10,-57.00132804309233,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
605,False,"{'a': 0.35, 'e': 0.39499999999999946}",25,0,-50.357319464634436,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
606,False,"{'a': 0.35, 'e': 0.39399999999999946}",25,15,16.292190150099813,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.35, 'e': 0.39299999999999946}",30,20,9.02371213176958,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.35, 'e': 0.39199999999999946}",25,14,-8.399441168236448,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
609,False,"{'a': 0.35, 'e': 0.39099999999999946}",30,12,-67.97929972247037,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
610,False,"{'a': 0.35, 'e': 0.38999999999999946}",20,9,5.551082048665638,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.35, 'e': 0.38899999999999946}",25,20,9.048375736883497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.35, 'e': 0.38799999999999946}",20,13,-39.28990496652771,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
613,False,"{'a': 0.35, 'e': 0.38699999999999946}",20,2,-29.320918945691965,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
614,False,"{'a': 0.35, 'e': 0.38599999999999945}",20,9,-38.681288575693145,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
615,False,"{'a': 0.35, 'e': 0.38499999999999945}",30,21,-39.16468608572434,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.35, 'e': 0.38399999999999945}",20,0,-108.22419245687948,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
617,False,"{'a': 0.35, 'e': 0.38299999999999945}",25,12,8.437950481549356,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.35, 'e': 0.38199999999999945}",25,0,0.1939275382696617,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
619,False,"{'a': 0.35, 'e': 0.38099999999999945}",30,0,-55.061759184591246,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
620,False,"{'a': 0.35, 'e': 0.37999999999999945}",20,14,12.489893999703988,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.35, 'e': 0.37899999999999945}",30,17,-33.937166717225594,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
622,False,"{'a': 0.35, 'e': 0.37799999999999945}",20,0,-47.91467471626966,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
623,False,"{'a': 0.35, 'e': 0.37699999999999945}",20,0,8.5358755448037,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
624,False,"{'a': 0.35, 'e': 0.37599999999999945}",25,14,1.4599821141900517,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.35, 'e': 0.37499999999999944}",20,0,19.34455152661271,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
626,False,"{'a': 0.35, 'e': 0.37399999999999944}",25,8,-0.168448080530752,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
627,False,"{'a': 0.35, 'e': 0.37299999999999944}",20,13,12.437039536283951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.35, 'e': 0.37199999999999944}",25,14,9.43359176204748,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.35, 'e': 0.37099999999999944}",20,10,-8.267383984566615,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
630,False,"{'a': 0.35, 'e': 0.36999999999999944}",20,0,-76.35803096550102,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
631,False,"{'a': 0.35, 'e': 0.36899999999999944}",30,20,5.501588069261125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.35, 'e': 0.36799999999999944}",30,12,9.070005297670606,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
633,False,"{'a': 0.35, 'e': 0.36699999999999944}",25,0,-37.4269598905433,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
634,False,"{'a': 0.35, 'e': 0.36599999999999944}",20,15,1.7468770187234561,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.35, 'e': 0.36499999999999944}",25,11,2.6398403900645357,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.35, 'e': 0.36399999999999944}",20,0,6.573023092197985,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
637,False,"{'a': 0.35, 'e': 0.36299999999999943}",25,5,-31.149499494674597,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
638,False,"{'a': 0.35, 'e': 0.36199999999999943}",20,2,-108.10873588859859,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 3}",1
639,False,"{'a': 0.35, 'e': 0.36099999999999943}",20,15,9.998829263365748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.35, 'e': 0.35999999999999943}",25,5,-9.738715387550734,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
641,False,"{'a': 0.35, 'e': 0.35899999999999943}",25,12,24.00962395698785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.35, 'e': 0.35799999999999943}",20,3,6.940874536675628,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.35, 'e': 0.35699999999999943}",25,0,-21.43944507361679,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
644,False,"{'a': 0.35, 'e': 0.35599999999999943}",20,10,-26.12856657006813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
645,False,"{'a': 0.35, 'e': 0.3549999999999994}",30,23,12.589334578005953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.35, 'e': 0.3539999999999994}",20,0,-75.75256332119078,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
647,False,"{'a': 0.35, 'e': 0.3529999999999994}",20,14,11.444806756102766,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.35, 'e': 0.3519999999999994}",25,9,-20.052404622495402,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
649,False,"{'a': 0.35, 'e': 0.3509999999999994}",20,11,-6.745816680119127,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
650,False,"{'a': 0.35, 'e': 0.3499999999999994}",30,14,3.484440689185757,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
651,False,"{'a': 0.35, 'e': 0.3489999999999994}",20,0,-37.20746770716139,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
652,False,"{'a': 0.35, 'e': 0.3479999999999994}",30,0,-8.117378406744983,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
653,False,"{'a': 0.35, 'e': 0.3469999999999994}",25,10,10.9560907429534,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.35, 'e': 0.3459999999999994}",20,6,17.6670131358993,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.35, 'e': 0.3449999999999994}",20,8,-4.250892328747671,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.35, 'e': 0.3439999999999994}",20,13,11.854319445895559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.35, 'e': 0.3429999999999994}",20,9,16.207093140916154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.35, 'e': 0.3419999999999994}",35,13,-16.907395264598662,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
659,False,"{'a': 0.35, 'e': 0.3409999999999994}",20,1,-32.86769922931707,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
660,False,"{'a': 0.35, 'e': 0.3399999999999994}",20,3,-38.395281938787825,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
661,False,"{'a': 0.35, 'e': 0.3389999999999994}",25,20,9.111958361705426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.35, 'e': 0.3379999999999994}",20,1,-37.654809749678485,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
663,False,"{'a': 0.35, 'e': 0.3369999999999994}",20,0,12.228353810522705,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
664,False,"{'a': 0.35, 'e': 0.3359999999999994}",30,5,-29.121237883784193,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
665,False,"{'a': 0.35, 'e': 0.3349999999999994}",25,14,-2.938504677872292,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
666,False,"{'a': 0.35, 'e': 0.3339999999999994}",20,16,6.755227172948999,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.35, 'e': 0.3329999999999994}",35,20,-103.20385434124672,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 3}",1
668,False,"{'a': 0.35, 'e': 0.3319999999999994}",20,13,-10.566949296667678,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
669,False,"{'a': 0.35, 'e': 0.3309999999999994}",20,7,27.286063048894327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.35, 'e': 0.3299999999999994}",20,9,-45.686559514305365,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
671,False,"{'a': 0.35, 'e': 0.3289999999999994}",20,0,4.9271654471386555,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
672,False,"{'a': 0.35, 'e': 0.3279999999999994}",25,0,-92.1651224530441,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
673,False,"{'a': 0.35, 'e': 0.3269999999999994}",20,1,0.7538231570621619,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.35, 'e': 0.3259999999999994}",20,3,-11.663842939614868,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
675,False,"{'a': 0.35, 'e': 0.3249999999999994}",30,18,1.6109929953565802,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.35, 'e': 0.3239999999999994}",30,12,-96.3433717955092,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
677,False,"{'a': 0.35, 'e': 0.3229999999999994}",20,0,-8.442072110681,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
678,False,"{'a': 0.35, 'e': 0.3219999999999994}",25,20,12.106241878958162,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.35, 'e': 0.3209999999999994}",20,13,12.257500329225152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.35, 'e': 0.3199999999999994}",25,15,10.174386092199759,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.35, 'e': 0.3189999999999994}",25,0,38.36957928749781,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
682,False,"{'a': 0.35, 'e': 0.3179999999999994}",30,20,20.079903080618877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.35, 'e': 0.3169999999999994}",25,11,-46.045745404673774,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
684,False,"{'a': 0.35, 'e': 0.3159999999999994}",25,0,-4.2734737894113834,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
685,False,"{'a': 0.35, 'e': 0.3149999999999994}",30,2,24.923969894804053,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.35, 'e': 0.3139999999999994}",30,4,-28.334620667138907,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
687,False,"{'a': 0.35, 'e': 0.3129999999999994}",35,15,11.563542234864867,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
688,False,"{'a': 0.35, 'e': 0.3119999999999994}",25,8,17.317816011024224,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.35, 'e': 0.3109999999999994}",20,2,-6.271541260317011,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
690,False,"{'a': 0.35, 'e': 0.3099999999999994}",25,7,-12.241299191523344,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
691,False,"{'a': 0.35, 'e': 0.3089999999999994}",25,0,-18.44189411239235,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
692,False,"{'a': 0.35, 'e': 0.3079999999999994}",20,3,-75.96635710928305,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
693,False,"{'a': 0.35, 'e': 0.3069999999999994}",25,11,3.8503437366032918,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
694,False,"{'a': 0.35, 'e': 0.3059999999999994}",25,11,-17.015783129836144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
695,False,"{'a': 0.35, 'e': 0.3049999999999994}",20,13,-6.98319090127622,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
696,False,"{'a': 0.35, 'e': 0.3039999999999994}",20,10,14.69085030155341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.35, 'e': 0.3029999999999994}",25,7,18.063353171763637,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.35, 'e': 0.3019999999999994}",20,3,-0.23817372162285588,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
699,False,"{'a': 0.35, 'e': 0.3009999999999994}",25,13,2.0967225989434515,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
700,False,"{'a': 0.35, 'e': 0.2999999999999994}",20,0,-50.20242087779456,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
701,False,"{'a': 0.35, 'e': 0.2989999999999994}",30,16,13.810909149865683,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.35, 'e': 0.2979999999999994}",20,14,10.500930178754208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.35, 'e': 0.2969999999999994}",20,0,-56.70579648310095,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
704,False,"{'a': 0.35, 'e': 0.2959999999999994}",25,7,28.9964216306566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.35, 'e': 0.2949999999999994}",30,16,4.892437919861958,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,False,"{'a': 0.35, 'e': 0.2939999999999994}",30,13,-0.23836468898158403,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
707,False,"{'a': 0.35, 'e': 0.29299999999999937}",25,1,-24.892409725337252,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
708,False,"{'a': 0.35, 'e': 0.29199999999999937}",25,0,20.182827709277394,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
709,False,"{'a': 0.35, 'e': 0.29099999999999937}",25,3,-43.680680665081184,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
710,False,"{'a': 0.35, 'e': 0.28999999999999937}",30,7,10.559207402357911,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.35, 'e': 0.28899999999999937}",25,12,-61.720153859046114,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
712,False,"{'a': 0.35, 'e': 0.28799999999999937}",25,9,5.6029489545212385,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.35, 'e': 0.28699999999999937}",25,12,18.46864757381159,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.35, 'e': 0.28599999999999937}",20,0,-19.58553795401769,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
715,False,"{'a': 0.35, 'e': 0.28499999999999936}",20,13,14.880985992963135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.35, 'e': 0.28399999999999936}",25,18,10.467467743218243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.35, 'e': 0.28299999999999936}",25,15,23.795169810915723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.35, 'e': 0.28199999999999936}",20,0,-57.837699882565424,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
719,False,"{'a': 0.35, 'e': 0.28099999999999936}",20,6,-20.85852574177901,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
720,False,"{'a': 0.35, 'e': 0.27999999999999936}",25,11,10.57828156653946,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.35, 'e': 0.27899999999999936}",20,16,7.581481293446224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.35, 'e': 0.27799999999999936}",30,19,9.998293597226699,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.35, 'e': 0.27699999999999936}",30,0,-29.868783835309472,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
724,False,"{'a': 0.35, 'e': 0.27599999999999936}",20,0,-37.35100932168118,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
725,False,"{'a': 0.35, 'e': 0.27499999999999936}",20,8,-1.1209739220814117,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.35, 'e': 0.27399999999999936}",20,12,-21.574199025341954,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
727,False,"{'a': 0.35, 'e': 0.27299999999999935}",25,5,1.4495050986819602,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.35, 'e': 0.27199999999999935}",25,15,13.625534122962781,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.35, 'e': 0.27099999999999935}",25,12,10.897314656300598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.35, 'e': 0.26999999999999935}",20,0,-30.56141950511868,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
731,False,"{'a': 0.35, 'e': 0.26899999999999935}",20,0,-6.8489696305940075,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
732,False,"{'a': 0.35, 'e': 0.26799999999999935}",20,6,-17.49089416663856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
733,False,"{'a': 0.35, 'e': 0.26699999999999935}",20,1,5.709969664802857,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
734,False,"{'a': 0.35, 'e': 0.26599999999999935}",25,17,15.497392957863712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.35, 'e': 0.26499999999999935}",20,14,13.20739048684841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.35, 'e': 0.26399999999999935}",20,14,11.515670876537442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
